genre,energy,loudness,tempo,danceability
Rap,0.668,-6.208,162.995,0.657
Rap,0.875,-6.682,99.968,0.82
Rap,0.649,-5.158,183.917,0.693
Rap,0.953,-2.501,87.532,0.382
Rap,0.896,-3.807,172.343,0.412
Rap,0.668,-4.217,113.113,0.68
Rap,0.635,-9.735,94.868,0.745
Rap,0.516,-10.512,77.058,0.456
Rap,0.979,-2.729,150.011,0.48
Rap,0.547,-7.983,98.99,0.854
Rap,0.79,-6.091,115.015,0.946
Rap,0.593,-4.34,68.456,0.5
Rap,0.864,-3.404,140.016,0.677
Rap,0.678,-3.525,138.009,0.713
Rap,0.581,-6.492,134.009,0.706
Rap,0.73,-6.304,90.013,0.757
Rap,0.832,-5.564,102.01,0.605
Rap,0.489,-9.13,142.218,0.669
Rap,0.545,-6.81,108.02,0.711
Rap,0.788,-6.566,87.941,0.864
Rap,0.609,-5.867,129.942,0.842
Rap,0.655,-7.742,81.997,0.766
Rap,0.714,-5.203,135.974,0.779
Rap,0.759,-6.476,183.276,0.528
Rap,0.522,-5.857,83.977,0.558
Rap,0.963,-6.489,125.03,0.591
Rap,0.391,-13.379,80.145,0.578
Rap,0.521,-9.782,142.683,0.563
Rap,0.811,-3.429,83.189,0.494
Rap,0.824,-4.143,100.202,0.735
Rap,0.793,-5.244,151.89,0.545
Rap,0.34,-14.309,107.943,0.703
Rap,0.553,-8.967,140.026,0.628
Rap,0.607,-5.815,149.033,0.655
Rap,0.485,-6.491,127.01,0.803
Rap,0.45,-5.557,90.104,0.817
Rap,0.51,-7.053,89.949,0.773
Rap,0.811,-4.376,142.974,0.795
Rap,0.691,-6.118,99.954,0.736
Rap,0.472,-6.806,92.951,0.812
Rap,0.607,-7.642,137.881,0.885
Rap,0.459,-8.498,80.085,0.697
Rap,0.831,-3.944,175.038,0.638
Rap,0.598,-4.743,139.984,0.809
Rap,0.637,-6.373,158.098,0.794
Rap,0.71,-5.158,148.385,0.385
Rap,0.809,-3.081,98.007,0.723
Rap,0.653,-6.936,74.964,0.638
Rap,0.665,-6.568,135.984,0.841
Rap,0.534,-8.364,168.119,0.725
Rap,0.449,-8.957,189.243,0.52
Rap,0.684,-5.903,120.022,0.837
Rap,0.756,-7.152,140.014,0.756
Rap,0.679,-6.774,66.215,0.573
Rap,0.559,-7.442,97.994,0.884
Rap,0.417,-10.374,141.071,0.65
Rap,0.317,-15.468,121.001,0.756
Rap,0.457,-6.081,146.04,0.592
Rap,0.697,-5.063,149.28,0.744
Rap,0.819,-5.245,149.918,0.837
Rap,0.779,-6.513,75.844,0.545
Rap,0.981,-2.688,101.423,0.556
Rap,0.707,-4.462,108.984,0.846
Rap,0.848,-4.953,81.956,0.697
Rap,0.648,-3.78,142.074,0.769
Rap,0.548,-4.29,82.944,0.766
Rap,0.643,-7.381,176.079,0.713
Rap,0.569,-7.827,142.959,0.767
Rap,0.43,-11.475,84.273,0.423
Rap,0.635,-8.231,149.985,0.792
Rap,0.563,-6.845,100.003,0.81
Rap,0.717,-7.182,149.228,0.531
Rap,0.694,-4.88,154.845,0.698
Rap,0.459,-9.481,129.998,0.844
Rap,0.382,-10.158,135.045,0.865
Rap,0.575,-7.823,141.039,0.904
Rap,0.53,-8.427,99.978,0.845
Rap,0.572,-5.989,164.96,0.865
Rap,0.648,-6.416,127.978,0.673
Rap,0.735,-4.643,127.036,0.972
Rap,0.477,-7.527,129.006,0.475
Rap,0.878,-4.507,95.087,0.568
Rap,0.374,-7.323,93.999,0.776
Rap,0.581,-6.169,110.02,0.882
Rap,0.631,-6.518,96.332,0.578
Rap,0.971,-4.284,97.625,0.374
Rap,0.876,-2.856,101.277,0.792
Rap,0.359,-9.335,143.041,0.782
Rap,0.465,-8.554,131.604,0.384
Rap,0.578,-7.22,84.487,0.778
Rap,0.871,-6.797,89.997,0.794
Rap,0.233,-11.311,134.956,0.878
Rap,0.951,-3.198,98.068,0.518
Rap,0.73,-7.433,140.099,0.312
Rap,0.63,-6.1,75.972,0.548
Rap,0.668,-4.683,82.904,0.447
Rap,0.881,-6.66,78.987,0.743
Rap,0.841,-4.831,100.14,0.364
Rap,0.547,-12.496,104.019,0.825
Rap,0.571,-6.937,139.996,0.807
Rap,0.634,-5.184,163.865,0.765
Rap,0.479,-5.339,96.051,0.769
Rap,0.784,-4.713,136.996,0.743
Rap,0.842,-5.481,134.601,0.664
Rap,0.54,-8.118,150.18,0.669
Rap,0.671,-4.48,127.133,0.587
Rap,0.685,-6.849,130.033,0.772
Rap,0.767,-6.289,119.946,0.77
Rap,0.428,-9.738,133.829,0.75
Rap,0.623,-7.884,93.011,0.824
Rap,0.494,-6.839,120.047,0.775
Rap,0.802,-4.458,152.934,0.764
Rap,0.662,-7.758,94.531,0.669
Rap,0.593,-8.443,73.609,0.593
Rap,0.5,-9.809,93.028,0.772
Rap,0.601,-4.468,101.292,0.815
Rap,0.585,-6.029,159.888,0.664
Rap,0.697,-7.389,130.012,0.722
Rap,0.797,-3.476,125.015,0.341
Rap,0.406,-8.892,120.999,0.8
Rap,0.745,-4.566,105.01,0.695
Rap,0.484,-6.95,96.94,0.569
Rap,0.38,-10.606,124.082,0.579
Rap,0.845,-3.478,120.125,0.707
Rap,0.824,-4.846,152.011,0.597
Rap,0.572,-7.275,74.897,0.582
Rap,0.664,-6.634,101.975,0.751
Rap,0.623,-6.316,143.485,0.499
Rap,0.894,-4.483,90.004,0.539
Rap,0.413,-12.316,119.966,0.719
Rap,0.929,-4.734,139.799,0.595
Rap,0.924,-2.697,174.002,0.533
Rap,0.497,-8.645,65.919,0.549
Rap,0.811,-4.555,77.979,0.608
Rap,0.425,-9.083,140.089,0.75
Rap,0.731,-2.132,133.961,0.937
Rap,0.576,-10.365,159.12,0.726
Rap,0.896,-3.678,120.037,0.797
Rap,0.522,-7.999,88.959,0.743
Rap,0.767,-4.002,140.14,0.632
Rap,0.552,-7.158,77.994,0.663
Rap,0.578,-9.974,92.577,0.815
Rap,0.697,-8.285,81.908,0.734
Rap,0.821,-4.118,90.04,0.916
Rap,0.665,-8.727,135.058,0.873
Rap,0.769,-7.959,139.938,0.594
Rap,0.79,-6.112,129.19,0.515
Rap,0.667,-5.736,148.039,0.92
Rap,0.451,-9.59,155.98,0.67
Rap,0.673,-8.286,120.014,0.774
Rap,0.517,-11.502,119.901,0.749
Rap,0.275,-14.955,112.026,0.684
Rap,0.641,-5.268,140.08,0.749
Rap,0.9,-5.02,85.51,0.66
Rap,0.519,-4.687,105,0.86
Rap,0.703,-3.825,119.749,0.715
Rap,0.793,-6.453,98.343,0.544
Rap,0.978,-3.112,96.003,0.484
Rap,0.616,-2.882,144.01,0.769
Rap,0.548,-5.849,141.977,0.799
Rap,0.562,-6.038,100.17,0.837
Rap,0.496,-6.452,80.925,0.536
Rap,0.661,-5.04,188.256,0.624
Rap,0.482,-11.202,111.896,0.758
Rap,0.75,-5.137,119.967,0.786
Rap,0.708,-5.645,108.97,0.751
Rap,0.394,-10.239,91.504,0.914
Rap,0.764,-6.5,122.752,0.568
Rap,0.229,-11.322,81.87,0.622
Rap,0.63,-9.279,103.647,0.799
Rap,0.989,-2.962,168.069,0.219
Rap,0.812,-4.263,140.061,0.593
Rap,0.882,-6.125,140.047,0.757
Rap,0.903,-3.699,88.986,0.505
Rap,0.804,-5.633,162.087,0.611
Rap,0.728,-5.498,144.964,0.737
Rap,0.606,-8.87,85.806,0.447
Rap,0.586,-6.946,172.067,0.724
Rap,0.147,-20,100.086,0.689
Rap,0.498,-10.844,103.992,0.802
Rap,0.451,-13.2,110.964,0.7
Rap,0.632,-5.381,173.369,0.593
Rap,0.784,-6.514,114.671,0.263
Rap,0.743,-4.113,87.516,0.395
Rap,0.746,-4.975,165.973,0.592
Rap,0.767,-5.977,135.052,0.51
Rap,0.68,-6.986,139.698,0.359
Rap,0.308,-7.969,121.105,0.753
Rap,0.736,-3.403,173.947,0.761
Rap,0.867,-6.809,79.995,0.432
Rap,0.725,-4.622,77.977,0.644
Rap,0.791,-6.073,169.84,0.642
Rap,0.726,-4.585,99.996,0.624
Rap,0.747,-6.811,83.286,0.541
Rap,0.553,-6.549,145.272,0.832
Rap,0.702,-4.172,126.94,0.851
Rap,0.614,-6.053,99.923,0.705
Rap,0.958,-2.331,142.706,0.458
Rap,0.785,-6.273,100.736,0.61
Rap,0.769,-5.441,83.898,0.697
Rap,0.701,-6.053,106.74,0.758
Rap,0.807,-2.966,82.422,0.769
Rap,0.573,-7.708,179.953,0.672
Rap,0.664,-6.104,176.678,0.664
Rap,0.636,-7.643,145.972,0.837
Rap,0.913,-4.911,153.989,0.531
Rap,0.592,-5.808,88.729,0.901
Rap,0.906,-0.957,91.979,0.79
Rap,0.765,-3.865,99.987,0.884
Rap,0.573,-8.299,134.982,0.818
Rap,0.57,-5.829,135.121,0.681
Rap,0.761,-4.337,120.044,0.699
Rap,0.581,-7.7,126.006,0.736
Rap,0.514,-8.494,90.019,0.751
Rap,0.739,-6.11,83.089,0.571
Rap,0.44,-7.76,173.095,0.49
Rap,0.402,-12.304,152.047,0.68
Rap,0.754,-4.204,128.044,0.6
Rap,0.771,-6.873,145.947,0.394
Rap,0.0793,-22.589,110.011,0.867
Rap,0.833,-4.818,106.094,0.711
Rap,0.69,-4.487,105.043,0.919
Rap,0.633,-6.917,105.348,0.449
Rap,0.927,-4.077,73.023,0.586
Rap,0.693,-6.553,133.981,0.7
Rap,0.803,-4.773,142.039,0.767
Rap,0.56,-7.114,146.94,0.809
Rap,0.799,-5.093,134.957,0.893
Rap,0.632,-8.307,85.091,0.696
Rap,0.719,-4.785,135.061,0.815
Rap,0.647,-9.65,151.914,0.752
Rap,0.497,-7.876,89.861,0.835
Rap,0.712,-6.251,146.01,0.795
Rap,0.856,-5.024,101.866,0.504
Rap,0.455,-15.025,140.181,0.779
Rap,0.802,-5.308,167.952,0.652
Rap,0.819,-3.321,89,0.902
Rap,0.595,-11.981,88.274,0.601
Rap,0.702,-5.305,97.524,0.936
Rap,0.639,-8.284,125,0.77
Rap,0.564,-7.111,82.9,0.651
Rap,0.281,-11.604,116.981,0.543
Rap,0.471,-8.406,131.023,0.768
Rap,0.67,-7.12,88.069,0.639
Rap,0.43,-9.848,74.031,0.671
Rap,0.805,-4.99,129.968,0.456
Rap,0.753,-7.023,128.01,0.882
Rap,0.696,-5.169,149.978,0.647
Rap,0.566,-7.23,83.903,0.511
Rap,0.667,-5.62,148.01,0.786
Rap,0.919,-5.054,92.708,0.706
Rap,0.44,-8.701,100.519,0.875
Rap,0.782,-4.046,150.133,0.626
Rap,0.856,-5.833,103.741,0.752
Rap,0.852,-5.932,76.471,0.703
Rap,0.375,-7.573,135.24,0.749
Rap,0.484,-6.611,95.034,0.863
Rap,0.585,-8.407,83.17,0.64
Rap,0.853,-3.895,170.51,0.724
Rap,0.781,-6.947,142.966,0.415
Rap,0.633,-7.669,120.056,0.834
Rap,0.329,-11.617,99.991,0.722
Rap,0.532,-11.554,84.777,0.401
Rap,0.779,-5.612,175.89,0.39
Rap,0.666,-6.055,118.97,0.762
Rap,0.731,-7.037,86.15,0.636
Rap,0.488,-10.181,111.838,0.467
Rap,0.688,-4.008,124.987,0.792
Rap,0.991,-3.703,114.92,0.553
Rap,0.451,-6.611,142.081,0.9
Rap,0.716,-5.417,143.984,0.827
Rap,0.594,-6.22,152.952,0.772
Rap,0.61,-7.054,99.991,0.667
Rap,0.729,-3.047,132.073,0.841
Rap,0.607,-7.74,125.992,0.66
Rap,0.958,-2.683,163.089,0.318
Rap,0.673,-7.74,148.01,0.875
Rap,0.482,-9.381,136.297,0.715
Rap,0.661,-9.402,143.537,0.589
Rap,0.735,-3.407,82,0.726
Rap,0.431,-8.251,141.392,0.515
Rap,0.474,-7.946,99.999,0.905
Rap,0.952,-2.501,140.065,0.61
Rap,0.686,-6.311,94.188,0.685
Rap,0.673,-5.063,177.784,0.769
Rap,0.857,-5.222,99.019,0.717
Rap,0.559,-6.611,101.053,0.817
Rap,0.58,-7.076,163.159,0.623
Rap,0.673,-7.314,134.984,0.93
Rap,0.55,-10.205,88.059,0.714
Rap,0.428,-13.072,141.95,0.686
Rap,0.524,-9.149,115.22,0.552
Rap,0.829,-3.801,118.934,0.669
Rap,0.666,-6.975,140.045,0.818
Rap,0.76,-6.275,144.977,0.761
Rap,0.497,-8.482,145.067,0.757
Rap,0.601,-5.673,80.012,0.581
Rap,0.518,-8.521,114.18,0.754
Rap,0.593,-7.786,127.994,0.438
Rap,0.727,-9.802,116.312,0.606
Rap,0.486,-7.321,153.1,0.578
Rap,0.729,-9.138,123.009,0.78
Rap,0.721,-3.024,106.029,0.702
Rap,0.563,-8.553,155.962,0.693
Rap,0.306,-11.337,95.337,0.436
Rap,0.869,-4.378,138.812,0.436
Rap,0.699,-7.809,167.082,0.661
Rap,0.68,-6.66,140.04,0.584
Rap,0.638,-5.054,115.007,0.769
Rap,0.668,-5.244,134.005,0.799
Rap,0.312,-9.902,103.369,0.639
Rap,0.724,-6.079,104.007,0.692
Rap,0.526,-10.81,146.054,0.758
Rap,0.894,-4.664,139.944,0.508
Rap,0.711,-5.44,90.515,0.867
Rap,0.833,-5.152,79.351,0.671
Rap,0.783,-5.872,87.469,0.586
Rap,0.788,-6.138,129.977,0.947
Rap,0.329,-11.445,100.056,0.879
Rap,0.574,-7.593,128.584,0.4
Rap,0.505,-6.54,114.972,0.8
Rap,0.529,-9.243,155.057,0.496
Rap,0.505,-8.105,119.926,0.762
Rap,0.863,-7.577,148.026,0.728
Rap,0.699,-7.467,143.936,0.741
Rap,0.741,-6.711,74.801,0.656
Rap,0.59,-5.001,151.952,0.601
Reggae,0.61,-6.622,107.706,0.716
Reggae,0.562,-6.26,143.972,0.828
Reggae,0.73,-8.443,157.957,0.554
Reggae,0.645,-4.797,135.937,0.767
Reggae,0.616,-5.684,80.776,0.592
Reggae,0.737,-4.826,144.96,0.734
Reggae,0.49,-8.366,78.01,0.818
Reggae,0.724,-6.493,131.896,0.858
Reggae,0.371,-15.289,82.913,0.785
Reggae,0.532,-11.121,80.273,0.733
Reggae,0.798,-6.229,133.974,0.803
Reggae,0.753,-6.276,97.997,0.83
Reggae,0.254,-18.464,118.318,0.44
Reggae,0.756,-4.995,144.032,0.774
Reggae,0.727,-6.478,92.004,0.77
Reggae,0.244,-14.576,62.009,0.618
Reggae,0.461,-7.731,133.995,0.814
Reggae,0.669,-6.527,84.422,0.694
Reggae,0.825,-6.173,73.044,0.676
Reggae,0.725,-6.157,73.89,0.646
Reggae,0.854,-6.655,93.982,0.798
Reggae,0.653,-7.229,93.999,0.655
Reggae,0.505,-7.573,129.917,0.678
Reggae,0.792,-6.185,153.532,0.777
Reggae,0.347,-6.333,95.001,0.877
Reggae,0.914,-5.803,104.989,0.678
Reggae,0.72,-5.789,185.478,0.727
Reggae,0.47,-8.469,87.84,0.645
Reggae,0.894,-6.655,173.591,0.721
Reggae,0.575,-6.355,149.634,0.675
Reggae,0.436,-10.163,85.901,0.773
Reggae,0.529,-7.672,140.601,0.692
Reggae,0.813,-9.205,128.7,0.591
Reggae,0.522,-8.792,86.009,0.76
Reggae,0.478,-5.015,96.96,0.754
Reggae,0.534,-10.8,96.263,0.726
Reggae,0.638,-8.66,82.487,0.655
Reggae,0.499,-10.853,132.219,0.936
Reggae,0.642,-5.089,202.14,0.618
Reggae,0.542,-8.649,140.092,0.543
Reggae,0.314,-11.088,126.407,0.743
Reggae,0.572,-7.212,133.979,0.763
Reggae,0.553,-6.483,144.821,0.703
Reggae,0.474,-8.471,137.8,0.753
Reggae,0.664,-7.7,94.692,0.443
Reggae,0.887,-3.825,86.965,0.633
Reggae,0.85,-4.09,95.021,0.843
Reggae,0.215,-14.119,177.21,0.43
Reggae,0.85,-3.778,92.408,0.788
Reggae,0.524,-6.936,141.338,0.78
Reggae,0.672,-6.559,130,0.627
Reggae,0.898,-4.529,77.972,0.767
Reggae,0.391,-12.58,140.436,0.697
Reggae,0.765,-5.833,96.024,0.561
Reggae,0.599,-8.278,152.235,0.701
Reggae,0.589,-6.53,143.034,0.854
Reggae,0.8,-5.275,137.366,0.676
Reggae,0.824,-5.457,163.979,0.508
Reggae,0.805,-4.269,100.52,0.663
Reggae,0.691,-5.72,174.159,0.661
Reggae,0.558,-6.741,93.843,0.554
Reggae,0.646,-7.528,96.18,0.699
Reggae,0.732,-7.545,150.105,0.644
Reggae,0.548,-9.175,88.138,0.84
Reggae,0.725,-8.248,133.242,0.77
Reggae,0.652,-6.063,79.161,0.751
Reggae,0.63,-11.093,93.425,0.663
Reggae,0.685,-4.072,139.982,0.735
Reggae,0.548,-6.595,129.96,0.672
Reggae,0.728,-7.985,179.751,0.707
Reggae,0.163,-16.809,122.216,0.817
Reggae,0.533,-8.662,136.71,0.776
Reggae,0.772,-8.432,142.981,0.389
Reggae,0.519,-7.752,88.984,0.779
Reggae,0.522,-8.459,84.798,0.704
Reggae,0.407,-10.201,85.71,0.767
Reggae,0.462,-9.702,167.994,0.607
Reggae,0.558,-10.171,92.757,0.654
Reggae,0.773,-5.861,94.498,0.716
Reggae,0.846,-5.691,121.995,0.644
Reggae,0.439,-12.448,94.868,0.508
Reggae,0.558,-13.571,88.085,0.659
Reggae,0.681,-9.841,185.906,0.589
Reggae,0.604,-5.916,127.017,0.683
Reggae,0.657,-7.067,89.946,0.805
Reggae,0.745,-4.796,171.842,0.508
Reggae,0.41,-12.762,145.037,0.693
Reggae,0.808,-5.581,78.979,0.812
Reggae,0.536,-6.616,134.905,0.833
Reggae,0.92,-2.208,99.975,0.613
Reggae,0.876,-3.175,95.022,0.749
Reggae,0.532,-11.84,141.694,0.812
Reggae,0.854,-3.805,96.405,0.536
Reggae,0.325,-14.291,136.346,0.789
Reggae,0.57,-6.529,90.085,0.72
Reggae,0.666,-7.455,80.014,0.688
Reggae,0.86,-2.904,82.006,0.341
Reggae,0.795,-7.953,143.958,0.638
Reggae,0.728,-5.34,134.031,0.761
Reggae,0.461,-7.719,88.992,0.705
Reggae,0.175,-16.53,174.761,0.408
Reggae,0.565,-11.411,131.004,0.803
Reggae,0.637,-6.561,139.223,0.676
Reggae,0.819,-6.774,120.724,0.74
Reggae,0.696,-9.799,98.007,0.807
Reggae,0.625,-7.453,82.525,0.764
Reggae,0.577,-11.013,118.154,0.963
Reggae,0.515,-9.72,76.518,0.719
Reggae,0.743,-4.292,100.005,0.804
Reggae,0.507,-7.558,145.352,0.848
Reggae,0.703,-8.826,84.192,0.485
Reggae,0.718,-10.315,110.009,0.721
Reggae,0.456,-10.873,82.136,0.744
Reggae,0.578,-8.702,149.98,0.629
Reggae,0.466,-7.108,119.609,0.861
Reggae,0.488,-7.926,124.683,0.693
Reggae,0.755,-4.805,144.98,0.765
Reggae,0.773,-4.193,87.067,0.693
Reggae,0.71,-8.252,174.82,0.656
Reggae,0.758,-6.418,92.878,0.739
Reggae,0.538,-9.656,172.595,0.738
Reggae,0.531,-5.365,100.016,0.901
Reggae,0.648,-4.714,128.659,0.823
Reggae,0.614,-10.752,136.915,0.752
Reggae,0.848,-5.905,93.875,0.428
Reggae,0.699,-5.947,170.217,0.621
Reggae,0.412,-6.864,168.303,0.773
Reggae,0.604,-5.78,148.017,0.704
Reggae,0.703,-7.663,81.984,0.74
Reggae,0.743,-8.492,161.507,0.619
Reggae,0.252,-14.764,79.534,0.659
Reggae,0.433,-14.854,173.817,0.649
Reggae,0.821,-4.03,171.974,0.645
Reggae,0.677,-6.447,94.351,0.761
Reggae,0.55,-4.497,118.035,0.883
Reggae,0.619,-9.773,155.958,0.638
Reggae,0.739,-6.73,103.028,0.807
Reggae,0.752,-6.305,115.077,0.74
Reggae,0.811,-6.837,150.013,0.679
Reggae,0.675,-5.853,168.898,0.565
Reggae,0.733,-5.571,100.429,0.73
Reggae,0.852,-6.126,94.372,0.778
Reggae,0.736,-7.082,82.344,0.681
Reggae,0.66,-5.748,80.952,0.769
Reggae,0.581,-8.469,91.19,0.794
Reggae,0.52,-8.285,134.063,0.64
Reggae,0.733,-5.782,138.924,0.663
Reggae,0.873,-4.976,92.993,0.502
Reggae,0.64,-7.239,98.558,0.73
Reggae,0.805,-3.935,84.026,0.769
Reggae,0.56,-7.539,87.973,0.727
Reggae,0.795,-8.186,98.056,0.631
Reggae,0.714,-5.533,77.127,0.635
Reggae,0.91,-5.368,154.223,0.611
Reggae,0.344,-11.514,80.256,0.842
Reggae,0.834,-3.574,117.998,0.83
Reggae,0.541,-7.415,167.935,0.67
Reggae,0.882,-4.106,100.958,0.777
Reggae,0.925,-4.666,95.061,0.506
Reggae,0.649,-6.364,98.405,0.661
Reggae,0.677,-6.297,82.211,0.751
Reggae,0.887,-2.736,144.72,0.649
Reggae,0.715,-6.9,91.652,0.812
Reggae,0.575,-8.348,139.899,0.811
Reggae,0.708,-6.728,105.999,0.826
Reggae,0.698,-6.488,143.117,0.868
Reggae,0.744,-4.391,89.452,0.786
Reggae,0.458,-7.853,143.854,0.81
Reggae,0.781,-7.085,147.009,0.544
Reggae,0.744,-6.479,120.952,0.445
Reggae,0.642,-3.662,83.614,0.694
Reggae,0.555,-8.958,78.348,0.384
Reggae,0.564,-7.062,134.12,0.875
Reggae,0.948,-1.274,123.926,0.673
Reggae,0.766,-7.29,131.907,0.609
Reggae,0.527,-8.9,75.587,0.751
Reggae,0.358,-14.992,200.821,0.496
Reggae,0.333,-13.815,89.117,0.856
Reggae,0.785,-4.924,124.539,0.841
Reggae,0.543,-5.35,91.007,0.658
Reggae,0.3,-9.34,86.803,0.279
Reggae,0.555,-10.124,97.647,0.829
Reggae,0.32,-7.499,98.832,0.682
Reggae,0.561,-7.473,144.262,0.818
Reggae,0.779,-6.418,140.529,0.597
Reggae,0.888,-3.272,99.949,0.658
Reggae,0.607,-6.848,95.029,0.924
Reggae,0.802,-3.838,179.868,0.44
Reggae,0.519,-9.357,119.205,0.787
Reggae,0.632,-7.092,125.211,0.839
Reggae,0.601,-7.399,80.018,0.765
Reggae,0.656,-5.396,79.969,0.616
Reggae,0.69,-5.836,120.022,0.825
Reggae,0.849,-4.393,111.948,0.742
Reggae,0.349,-13.606,73.642,0.664
Reggae,0.956,-5.139,91.976,0.635
Reggae,0.397,-11.522,76.119,0.625
Reggae,0.949,-4.918,123.885,0.672
Reggae,0.981,-4.347,93.003,0.743
Reggae,0.456,-9.55,84.802,0.82
Reggae,0.527,-9.877,110.016,0.912
Reggae,0.481,-10.184,123.303,0.903
Reggae,0.629,-13.702,92.121,0.729
Reggae,0.806,-5.27,87.303,0.57
Reggae,0.735,-5.6,118.141,0.612
Reggae,0.949,-4.127,167.925,0.521
Reggae,0.764,-7.443,81.959,0.653
Reggae,0.849,-4.33,79.434,0.535
Reggae,0.771,-6.962,106.185,0.857
Reggae,0.454,-9.122,133.362,0.909
Reggae,0.574,-7.036,75.964,0.716
Reggae,0.733,-9.173,89.245,0.769
Reggae,0.422,-8.373,127.953,0.828
Reggae,0.274,-14.849,166.572,0.797
Reggae,0.73,-6.901,151.611,0.728
Reggae,0.877,-6.427,135.964,0.736
Reggae,0.714,-5.671,148.739,0.621
Reggae,0.595,-10.066,99.496,0.705
Reggae,0.865,-5.398,180.952,0.406
Reggae,0.605,-5.505,144.342,0.692
Reggae,0.75,-3.985,140.037,0.705
Reggae,0.35,-13.695,148.169,0.717
Reggae,0.927,-3.246,100.032,0.682
Reggae,0.533,-10.355,154.08,0.661
Reggae,0.781,-9.649,138.936,0.831
Reggae,0.636,-11.226,139.657,0.534
Reggae,0.462,-16.089,129.684,0.696
Reggae,0.34,-10.788,141.01,0.686
Reggae,0.471,-10.029,107.855,0.649
Reggae,0.573,-7.059,131.962,0.796
Reggae,0.462,-13.651,77.863,0.858
Reggae,0.443,-10.407,144.061,0.727
Reggae,0.681,-7.589,169.864,0.705
Reggae,0.472,-8.684,146.713,0.781
Reggae,0.942,-4.418,89.971,0.68
Reggae,0.382,-8.462,88.019,0.736
Reggae,0.725,-7.817,94.954,0.725
Reggae,0.76,-7.964,172.096,0.705
Reggae,0.626,-3.646,73.963,0.642
Reggae,0.703,-9.419,143.02,0.727
Reggae,0.728,-5.259,127.036,0.471
Reggae,0.881,-3.006,204.154,0.507
Reggae,0.724,-7.025,95.034,0.4
Reggae,0.494,-7.606,79.983,0.808
Reggae,0.743,-5.173,156.029,0.69
Reggae,0.673,-4.961,147.039,0.723
Reggae,0.604,-7.698,133.941,0.802
Reggae,0.734,-5.925,153.999,0.626
Reggae,0.722,-13.031,172.406,0.642
Reggae,0.538,-11.678,152.242,0.711
Reggae,0.667,-8.098,76.147,0.734
Reggae,0.347,-11.608,139.913,0.889
Reggae,0.976,-5.632,93.894,0.654
Reggae,0.463,-6.686,87.821,0.818
Reggae,0.445,-10.492,123.323,0.921
Reggae,0.8,-6.65,77.498,0.777
Reggae,0.565,-7.74,164.029,0.758
Reggae,0.375,-13.436,139.02,0.892
Reggae,0.431,-12.012,128.697,0.843
Reggae,0.738,-6.931,135.997,0.81
Reggae,0.665,-4.659,71.188,0.615
Reggae,0.903,-2.656,154.05,0.658
Reggae,0.677,-6.988,89.046,0.658
Reggae,0.647,-5.028,167.331,0.621
Reggae,0.509,-8.659,145.899,0.819
Reggae,0.617,-6.069,90.178,0.59
Reggae,0.701,-6.136,165.778,0.772
Reggae,0.736,-6.395,88.519,0.743
Reggae,0.635,-6.5,133.006,0.857
Reggae,0.4,-11.255,127.063,0.836
Reggae,0.742,-3.982,115.954,0.721
Reggae,0.702,-9.404,92.324,0.76
Reggae,0.565,-7.178,137.224,0.581
Reggae,0.721,-3.697,98.499,0.726
Reggae,0.677,-9.86,101.041,0.747
Reggae,0.805,-4.493,101.042,0.776
Reggae,0.824,-2.558,137.989,0.775
Reggae,0.686,-5.753,79.915,0.562
Reggae,0.505,-7.259,122.857,0.843
Reggae,0.925,-5.271,165.985,0.532
Reggae,0.765,-5.791,140.146,0.782
Reggae,0.5,-13.53,179.896,0.469
Reggae,0.75,-3.253,99.108,0.612
Reggae,0.427,-5.936,109.877,0.695
Reggae,0.859,-5.306,93.78,0.697
Reggae,0.679,-6.925,146.033,0.658
Reggae,0.843,-6.488,84.491,0.659
Reggae,0.603,-8.84,86.672,0.745
Reggae,0.498,-9.878,132.396,0.844
Reggae,0.514,-8.617,158.056,0.703
Reggae,0.441,-11.564,149.029,0.854
Reggae,0.802,-3.734,171.486,0.671
Reggae,0.58,-8.487,96.028,0.8
Reggae,0.824,-4.58,76.01,0.705
Reggae,0.715,-6.966,92.954,0.622
Reggae,0.651,-10.015,175.473,0.553
Reggae,0.498,-7.019,83.645,0.689
Reggae,0.241,-13.385,132.539,0.814
Reggae,0.391,-6.516,131.511,0.468
Reggae,0.66,-6.427,141.995,0.86
Reggae,0.47,-7.414,115,0.748
Reggae,0.619,-10.176,97.068,0.821
Reggae,0.875,-8.388,77.572,0.57
Reggae,0.842,-5.803,117.949,0.409
Reggae,0.336,-11.701,98.888,0.396
Reggae,0.428,-11.15,115.414,0.927
Reggae,0.901,-3.161,118.046,0.737
Reggae,0.562,-10.021,149.976,0.633
Reggae,0.391,-15.117,119.628,0.873
Reggae,0.67,-7.01,94.132,0.787
Reggae,0.528,-10.417,138.812,0.681
Reggae,0.567,-8.984,80.525,0.52
Reggae,0.18,-17.019,88.116,0.515
Reggae,0.824,-6.405,113.817,0.79
Reggae,0.632,-8.799,85.547,0.727
Reggae,0.521,-6.545,76.01,0.725
Reggae,0.742,-7.661,79.995,0.696
Reggae,0.324,-16.698,168.27,0.742
Reggae,0.487,-9.026,133.966,0.885
Reggae,0.591,-5.213,76.004,0.874
Reggae,0.604,-12.391,89.549,0.535
Reggae,0.35,-19.295,80.898,0.639
Reggae,0.562,-7.582,135.414,0.753
Reggae,0.803,-4.185,169.077,0.667
